emotion,text,,,
joy,"When I received the acceptance letter from UNZA.  I had just á
come home from work when my kind sister handed me an enveloppe á
which I opened and was overcome with joy.",,,
joy,"I won a car in a prize-competition. The moment I was informed á
about it, I felt joy.",,,
joy,When I learnt that I had been accepted at UNZA.,,,
joy,"Winning a rowing race at a Karapiro regatta. With 7 other á
friends.",,,
joy,"When my girl told me that she loved me more than any male á
creature on earth and that I would be the only one in her heart á
for all her life.  ",,,
joy,Winning the local soccer championships this year was a great joy.,,,
joy,"When I won a position on the track-team for the trans-tasman á
games when I was eleven.",,,
joy,When I got my results ( I had made it to the second year ).,,,
joy,"I was feeling really low - had been a series of fights with my á
siblings, been under pressure at school and wasn't going to the á
party I wanted to go - instead I was going out with my family. A á
guy called and said, in effect, that I was ""nice"" and he ",,,
joy,Easter holiday - I had been working weekends and had just left.,,,
joy,"When I was selected to this university despite my having á
studyied in difficulty throughout my secondary school days.",,,
joy,"After one year of searching, my friend and I have found a flat we á
are able to pay for.",,,
joy,When I met my mother after not having seen her for three years.,,,
joy,Getting the top price in the football pools.,,,
joy,"Getting my kitten, found at work several years ago, taking him á
home in a box on my motorbike, showing it to my defacto.",,,
joy,"When my sister's first child came home, after one week in á
intensive care at the hospital.",,,
joy,The first time I really fell in love with a girl.,,,
joy,"When I was finally able to return to a job that I enjoyed doing á
after several months absence (I was not needed during this time).",,,
joy,"I was very happy when I found out that I had passed with flying á
colours and that I had made it to the university.",,,
joy,"I was very happy when I received the year end results as I was á
worried about how well I had done.  I was very happy to know that I á
had passed.",,,
joy,When I attended my cousin's 31st birthday.,,,
joy,"Hearing that I had been successful in getting a position whereby á
my financial, physical, spiritual and emotional needs will be á
well catered for. This position fulfils a lot of my aims for the á
last five years of my life.",,,
joy,"Girlfriend arriving back from overseas and picking her up from á
airport. When she finally appeared from customs and we came in á
contact again.",,,
joy,"When I passed the B.A exams with 1st class.  I was the first in á
the family to have got a 1st class, so all the family members á
were very happy and they gave me the opportunity to study á
further.",,,
joy,My boyfriend returned after a long absence.,,,
joy,"When I passed the B.A exams and my parents allowed me to carry on á
my studies and do a M.A. , I was very happy.",,,
joy,"The feeling of joy when again I had confessed my sin and á
experienced God's forgiving grace and cleansing power - total á
enlightenment and freedome - bliss.",,,
joy,I got a job right after school was over.,,,
joy,Finally being asked by someone to a banquet.,,,
joy,"First time I slept with my present girlfriend. Had been best á
friends for a year but had been hesitant about getting involved á
emotionally.",,,
joy,I felt extreme joy the day I was baptized. I was one with God.,,,
joy,"I received the message that I'd been accepted at the school where I á
really wanted to go.",,,
joy,"Having passed the exam required to be an authorized Radio/TV á
dealer.",,,
joy,"At my wedding - standing with the man I love and acknowledging á
that fact to members of family and friends.",,,
joy,"I received a grade above average on a midterm (chemistry) and I á
expected onevery below average.",,,
joy,Our basketball team is undefeated in league play (4-0) currently.,,,
joy,"In order to be admitted to my final examination, I had to pass á
two examinations. As I had not studied very much, I resigned á
myself to be left behind. Nevertheless I succeeded in these á
examinations.",,,
joy,Hearing Fran Wilde introduce the Bill.,,,
joy,Succeeding in helping others.,,,
joy,"When I received the acceptance form for the second year at á
university.",,,
joy,My son passed grade 7 and was accepted for form I.,,,
joy,Won a prize for effort.,,,
joy,"I felt happy when I learnt that I had qualified for the grade á
eight.",,,
joy,"Right before I went to a concert with my last boyfriend he told á
me that although he told me he was going to take me to the á
concert, he didn't want to see me anymore. After that we stayed á
overnight and I said ""well, when he leaves me I will be ruined",,,
joy,"Receiving a letter form a girl that means a lot to me á
emotionally.",,,
joy,"Receiving close friends form abroad, whom I hadn't seen for á
years.",,,
joy,"Meeting best friend at the airport (boyfriend) who I had missed á
terribly.",,,
joy,"When I was selected for higher education, i.e grade 7 to formI.",,,
joy,"When I got myself the kind of girlfriend I had been hunting for a á
long time.",,,
joy,When the contract about my shop was signed.,,,
joy,"I was very pleased and happy when my older sister came home from á
living somewhere out of town and I hadn't seen her for months. We á
are very close sisters.",,,
joy,When I was selected for the university.,,,
joy,"When my favourite football team made a goal and was about to á
win the Cup of England.",,,
joy,When I won some coins in a small competion.,,,
joy,Relating to my closest family.,,,
joy,"I felt vvery happy when I was accepted at UNZA for my studies.  á
I had not expected this as I had been ill during the exams.",,,
joy,"Receiving understanding from within self of a subject I had á
previously wished to understand better.",,,
joy,Receiving my result slip (pass) on my birthday.,,,
joy,"When my former boyfriend and I reconciled and he decided that I á
was very important to him. I had always wanted us to get back á
together again, but had doubted the likelihood of this, so I was á
very happy when my small amount of faith was vindicated.",,,
joy,When I was accepted at UNZA.,,,
joy,"When I got my results - I had passed the form III exams.  I had á
not expected to do so well.",,,
